total_timesteps,policy_entropy,fps,value_loss,nupdates,explained_variance,ep_len_mean,ep_reward_mean
15,12.77044677734375,102,15.805352210998535,1,0.05001956224441528,,
1500,12.772897720336914,1252,2.589350700378418,100,-1.181488275527954,,
3000,12.773090362548828,284,0.5477420687675476,200,-1.7042107582092285,1000.0,238.17489399999997
4500,12.773079872131348,388,0.29058724641799927,300,0.7212379276752472,1000.0,238.17489399999997
6000,12.775575637817383,285,0.7276841402053833,400,-58.31260299682617,1000.0,410.72805049999994
7500,12.759048461914062,339,0.4607022702693939,500,-0.04471540451049805,1000.0,410.72805049999994
9000,12.783621788024902,286,2.257322072982788,600,-0.009404540061950684,1000.0,440.2235875555555
10500,12.815607070922852,324,0.08599741011857986,700,0.6214483976364136,1000.0,440.2235875555555
12000,12.803784370422363,288,11.261886596679688,800,-1.9733915328979492,1000.0,454.38536091666674
13500,12.847152709960938,316,0.3688439130783081,900,0.8831447958946228,1000.0,454.38536091666674
15000,12.884428977966309,289,40.300899505615234,1000,-0.13475584983825684,1000.0,435.69040253333344
16500,12.929229736328125,311,6.792794704437256,1100,0.054253220558166504,1000.0,435.69040253333344
18000,12.953402519226074,289,65.48430633544922,1200,-0.5402257442474365,1000.0,417.8771096111111
19500,12.992997169494629,308,0.021867115050554276,1300,-0.485187292098999,1000.0,417.8771096111111
21000,13.034716606140137,290,116.13526153564453,1400,-0.07661259174346924,1000.0,387.01300361904765
22500,13.027148246765137,306,0.11145683377981186,1500,0.9807599913328886,1000.0,387.01300361904765
24000,13.066027641296387,290,253.86843872070312,1600,0.13405382633209229,1000.0,378.13985041666666
25500,13.065054893493652,304,0.1172257512807846,1700,-0.04926562309265137,1000.0,378.13985041666666
27000,13.123147964477539,290,407.2403564453125,1800,0.0042228102684021,1000.0,369.6932012592593
28500,13.165708541870117,303,0.02352224849164486,1900,0.03013443946838379,1000.0,369.6932012592593
30000,13.294927597045898,289,311.1230773925781,2000,0.003133833408355713,1000.0,355.46312403333343
31500,13.39270305633545,301,0.03655318543314934,2100,0.10789310932159424,1000.0,355.46312403333343
33000,13.620698928833008,288,310.3505859375,2200,0.00013059377670288086,1000.0,341.90692330303034
34500,13.704489707946777,299,0.0036149865482002497,2300,-0.034630537033081055,1000.0,341.90692330303034
36000,13.727171897888184,289,461.9564514160156,2400,0.003041386604309082,1000.0,338.8112782222222
37500,13.730761528015137,298,0.37421175837516785,2500,0.9879493853077292,1000.0,338.8112782222222
39000,13.720868110656738,289,709.8817749023438,2600,-0.04685866832733154,1000.0,346.1462311538462
40500,13.704819679260254,297,2.2050368785858154,2700,-0.015009403228759766,1000.0,346.1462311538462
42000,13.700028419494629,288,1009.0238037109375,2800,-0.034172773361206055,1000.0,356.2999690952381
43500,13.676676750183105,296,1.4567407369613647,2900,0.8064464777708054,1000.0,356.2999690952381
45000,13.752874374389648,288,951.5565795898438,3000,-0.22765898704528809,1000.0,356.4668767111112
46500,13.780233383178711,295,0.15229640901088715,3100,-0.012516260147094727,1000.0,356.4668767111112
48000,13.891962051391602,288,330.1139831542969,3200,-0.33938896656036377,1000.0,350.55312449999997
49500,14.000272750854492,295,0.01750238426029682,3300,-1.085465908050537,1000.0,350.55312449999997
51000,14.222352981567383,287,304.7606506347656,3400,0.03179371356964111,1000.0,344.35258270588236
52500,14.370542526245117,294,0.0016476591117680073,3500,0.06203734874725342,1000.0,344.35258270588236
